num,date,media_id,shortcode,display_url,video_url,width,height,tagged_users,post_id,post_shortcode,post_url,likes,liked,pinned,description,tags,location_id,location_slug,location_url,sidecar_media_id,sidecar_shortcode,owner_id,username,fullname,post_date,tag,count,category,subcategory,filename,extension,hashtag,coauthors,comment_count,comments,comment_sentiments,overall_sentiment,is_traditional
2,11/18/2023 18:13,3.24e+18,CzzAsz3RVwN,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/403511694_1084986552696967_4819031441319921315_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2AF8n_bxBFwyQG7EfWPH1hpHEsfLNMip9NewM5D3Em4xK0eot03QMiWE8zjP2mOsgQU&_nc_ohc=xvn5K5c7-fAQ7kNvgHIfk9W&_nc_gid=bb272dedade24fd2804f5633fa52ae61&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzIzODkzNTYzNjM1NDYyMDQyOQ%3D%3D.3-ccb7-5&oh=00_AYDvCqeLdUzWBOrt8qHRomtrkj0FA--g8tWJ89MGz7anjQ&oe=67AF3201&_nc_sid=472314,,1440,1800,[],3.24e+18,CzzAs48xkMd,https://www.instagram.com/p/CzzAs48xkMd/,18,False,[],"法兴寺 | Faxing Temple
山西长治 Changzhi, Shanxi Province

Faxing Temple faces south. The current layout preserves the characteristics of the Tang Dynasty, with a central axis consisting of the mountain gate, relic pagoda(舍利塔), Yuanjue Hall(圆觉殿), and Bodhisattva Hall. The relic pagoda, built in the Tang Dynasty, is a square-plan two-story pavilion-style stone pagoda with corbelled(叠涩) eaves.

Photo cr: Weibo: 菲丶Q
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",216000000000000.0,潞安府,https://www.instagram.com/explore/locations/215716808443134/潞安府/,3.24e+18,CzzAs48xkMd,59637101392,arch_china,Chinese Architecture,11/18/2023 18:13,traditionalchinesearchitecture,8,instagram,tag,403511694_1084986552696967_4819031441319921315_n,jpg,traditionalchinesearchitecture,,0,[],[],0.0,True
1,12/29/2023 1:35,3.27e+18,C1ay_KRxzuJ,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/413417678_400070795739924_5721798766174586926_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2AEtGNhuIN752a3OHWO_dhBn4fVMlz9ysU08xVcDlYl6OxYl5MNm5TebLPBUL0SAHCo&_nc_ohc=ZYdV5z7_CC4Q7kNvgF-FE6Z&_nc_gid=f46a2369b302422fb5dfc14a5d3a3b2e&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzI2ODE0ODcyMjI5ODk5MzU0NQ%3D%3D.3-ccb7-5&oh=00_AYCHgclTNh96w3N0T-hYn1_yiL1EPUH06F7uSoFF6MQ2ZA&oe=67AF4D61&_nc_sid=472314,,1440,1800,[],3.27e+18,C1ay_PcxR3P,https://www.instagram.com/p/C1ay_PcxR3P/,8,False,[],"镇国塔 | Zhenguo Pagoda
福建泉州 Quanzhou , Fujian Province

Zhenguo Pagoda is located in the Kaiyuan Temple(开元寺) in Quanzhou. Initially, it was a wooden pagoda, but due to disasters, it was later reconstructed as a stone pagoda. This pagoda is a Louge-style(楼阁式) building constructed entirely from granite, designed to mimic wooden structures. The core of the pagoda is robust and sturdy, and the stone carving craftsmanship is exquisite and rustic. It is considered a masterpiece among the stone-built structures of the Song Dynasty in China.

Photo cr: Xiaohongshu: 小盐同学在这里
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",250346847.0,泉州,https://www.instagram.com/explore/locations/250346847/泉州/,3.27e+18,C1ay_PcxR3P,59637101392,arch_china,Chinese Architecture,12/29/2023 1:35,traditionalchinesearchitecture,9,instagram,tag,413417678_400070795739924_5721798766174586926_n,jpg,traditionalchinesearchitecture,,0,[],[],0.0,True
1,11/12/2024 15:38,3.5e+18,DCRtD1gzQJn,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/465956438_573835748477799_730847124491529752_n.webp?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDgxMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2AE4wrT7iOQ-1oLGOZBjnCsG_Y4uJzOwM9iP-bObkawsl-fWB8JdIkER3QXEet6uKIg&_nc_ohc=o_UBy7ozkNwQ7kNvgGWzGQB&_nc_gid=cff78a6f14704c7aa83acef71a095753&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzQ5OTc3NjU2MTE1MzYzOTAxNQ%3D%3D.3-ccb7-5&oh=00_AYDQnYPY4mAgyeUXywllrC6KxcLyHEw9CMPermMRxXB-lg&oe=67AF21FF&_nc_sid=472314,,1440,810,[],3.5e+18,DCRtD1gzQJn,https://www.instagram.com/p/DCRtD1gzQJn/,24,False,[],"Courtyard @loewe #taikoolichengdu #taikooli #loewe #courtyardhouse #traditionalchinesearchitecture #traditionalchinesehouse, #secretgarden #chinesetiles","['#chinesetiles', '#courtyardhouse', '#loewe', '#secretgarden', '#taikooli', '#taikoolichengdu', '#traditionalchinesearchitecture', '#traditionalchinesehouse']",522176386.0,tai-koo-li-chengdu,https://www.instagram.com/explore/locations/522176386/tai-koo-li-chengdu/,,,1988538582,karhwaho2,kar,11/12/2024 15:38,traditionalchinesearchitecture,1,instagram,tag,465956438_573835748477799_730847124491529752_n,jpg,traditionalchinesearchitecture,,1,['Where is this?'],['negative'],-1.0,True
1,12/29/2023 20:16,3.27e+18,C1czRwAxKQl,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/414722292_393741579665803_3069852082729595496_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2AEtGNhuIN752a3OHWO_dhBn4fVMlz9ysU08xVcDlYl6OxYl5MNm5TebLPBUL0SAHCo&_nc_ohc=RV1T_GcV0TEQ7kNvgHYIcnI&_nc_gid=f46a2369b302422fb5dfc14a5d3a3b2e&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzI2ODcxMjk0OTcxOTgwMjkxNw%3D%3D.3-ccb7-5&oh=00_AYAU1tHIFlc3ifMI9jfelOT8CaRWlHW-uHrFpHZ2VG3d4w&oe=67AF3F12&_nc_sid=472314,,1440,1440,[],3.27e+18,C1czR0ux6Sl,https://www.instagram.com/p/C1czR0ux6Sl/,24,False,[],"二郎山庙群 | Temple Complex on Mount Erlang
陕西榆林 Yulin, Shaanxi Province

On the ridge of Mount Erlang(二郎山), there are over a hundred temples, pavilions, and buildings dating back to the Ming and Qing Dynasties within a kilometer. These structures hold significant artistic and historical value. Among them, the Erlang Temple(二郎庙) was built in honor of the deity Erlang.

Photo cr: Xiaohongshu: 子意
Photo cr: Weibo: 莎萝蔓蛇
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",258758169.0,yulin,https://www.instagram.com/explore/locations/258758169/yulin/,3.27e+18,C1czR0ux6Sl,59637101392,arch_china,Chinese Architecture,12/29/2023 20:16,traditionalchinesearchitecture,10,instagram,tag,414722292_393741579665803_3069852082729595496_n,jpg,traditionalchinesearchitecture,,0,[],[],0.0,True
3,10/16/2023 19:37,3.22e+18,CyeMB_tR5QZ,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/391434445_1724922244676818_8132091831089448592_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2AEwVz3kAwaicsoNIXFeqVPKrZe_jCzqs56GkQMdNKgvgliP7R27ZZu0UmD9nomY6pE&_nc_ohc=Lz5MzeTaYJMQ7kNvgGTOtvb&_nc_gid=0bc880a3ca274a2d839cb2b949bfb9fe&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzIxNTA2MDA5NzY3MjEyMzQxNw%3D%3D.3-ccb7-5&oh=00_AYA0uwQxHvhIXktEmJwB5OynK_KBtIlRVV1CnCuI0eCzfw&oe=67AF3515&_nc_sid=472314,,1440,1800,[],3.22e+18,CyeMCFFx0fn,https://www.instagram.com/p/CyeMCFFx0fn/,36,False,[],"永泰古城 | Yongtai Ancient City
甘肃白银 Baiyin, Gansu Province

The construction of Yongtai Ancient City took place in the Ming Dynasty (1608) as a defense measure against the invasion of northern minority groups. The city wall of Yongtai is made of rammed earth, with 12 artillery platforms and 4 city towers on the wall, and a moat with a barbican below. The city, when viewed from above, resembles a golden turtle, hence it is also known as the ""Yongtai Turtle City.”

Photo cr: Xiaohongshu: 小丹大梦旅行记
Photo cr: Xiaohongshu: 走马观花Ueky
Photo cr: Xiaohongshu: cooper
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",255238208.0,baiyin,https://www.instagram.com/explore/locations/255238208/baiyin/,3.22e+18,CyeMCFFx0fn,59637101392,arch_china,Chinese Architecture,10/16/2023 19:37,traditionalchinesearchitecture,10,instagram,tag,391434445_1724922244676818_8132091831089448592_n,jpg,traditionalchinesearchitecture,,1,['Súper ❤️😍'],['positive'],1.0,True
9,9/10/2023 15:28,3.19e+18,CxBC9syO-3T,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/376235119_1514264972668974_5541058935976185338_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2AFp6LvpgzWWcIE142bZ_khb_lihGatbDRtxmoT5ussVIi4y1sXBlNNgD_WvJbibTng&_nc_ohc=jAZ5D7PV1jwQ7kNvgEr6gcF&_nc_gid=04bab0e111f341a3a46dd533153569ee&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzE4ODg0MzA0NzIyMzU1MzQ5MQ%3D%3D.3-ccb7-5&oh=00_AYCsuiO38QsReR8sAmA6h8ZEY4f3E_FKBWtFJZNeGfzrCw&oe=67AF3EF5&_nc_sid=472314,,1440,1440,[],3.19e+18,CxBC9ygOX-L,https://www.instagram.com/p/CxBC9ygOX-L/,14,False,[],"步蟾坊 | Buchan Archway
江西赣州 Ganzhou, Jiangxi Province

The Buchan Archway was built in the Ming Dynasty (1441) and is a four-pillar, three-bay, multi-eaved wooden archway with a hip-and gable roof(歇山顶). It is supported by four vertical columns and eight bracing columns(戗柱), with a decorative bottle on top of the ridge symbolizing 'peace’. At both ends, there are decorative ridge ornaments resembling a Chinese mystical creature(鳌鱼).

Photo cr: Weibo: 米兰的视界
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",106000000000000.0,赣州市,https://www.instagram.com/explore/locations/106102306088617/赣州市/,3.19e+18,CxBC9ygOX-L,59637101392,arch_china,Chinese Architecture,9/10/2023 15:28,traditionalchinesearchitecture,10,instagram,tag,376235119_1514264972668974_5541058935976185338_n,jpg,traditionalchinesearchitecture,,0,[],[],0.0,True
8,12/29/2023 20:16,3.27e+18,C1czRwAR9eR,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/414440954_311855958505256_4955102432371951101_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMjAweDEyMDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2AEtGNhuIN752a3OHWO_dhBn4fVMlz9ysU08xVcDlYl6OxYl5MNm5TebLPBUL0SAHCo&_nc_ohc=QtJ5YoswrGsQ7kNvgEJBqLH&_nc_gid=f46a2369b302422fb5dfc14a5d3a3b2e&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzI2ODcxMjk0OTcxMTYyNDA4MQ%3D%3D.3-ccb7-5&oh=00_AYCa2lQwhe5fY1mkdkpabuGQdcjO69PGvu19HQwazK-3_g&oe=67AF3498&_nc_sid=472314,,1200,1200,[],3.27e+18,C1czR0ux6Sl,https://www.instagram.com/p/C1czR0ux6Sl/,24,False,[],"二郎山庙群 | Temple Complex on Mount Erlang
陕西榆林 Yulin, Shaanxi Province

On the ridge of Mount Erlang(二郎山), there are over a hundred temples, pavilions, and buildings dating back to the Ming and Qing Dynasties within a kilometer. These structures hold significant artistic and historical value. Among them, the Erlang Temple(二郎庙) was built in honor of the deity Erlang.

Photo cr: Xiaohongshu: 子意
Photo cr: Weibo: 莎萝蔓蛇
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",258758169.0,yulin,https://www.instagram.com/explore/locations/258758169/yulin/,3.27e+18,C1czR0ux6Sl,59637101392,arch_china,Chinese Architecture,12/29/2023 20:16,traditionalchinesearchitecture,10,instagram,tag,414440954_311855958505256_4955102432371951101_n,jpg,traditionalchinesearchitecture,,0,[],[],0.0,True
6,10/8/2023 21:13,3.21e+18,CyJwqVdRRcY,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/387266830_930860005278177_6770885563698773147_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTQuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2AEwVz3kAwaicsoNIXFeqVPKrZe_jCzqs56GkQMdNKgvgliP7R27ZZu0UmD9nomY6pE&_nc_ohc=I05SRvQ-l_0Q7kNvgHT21Jp&_nc_gid=0bc880a3ca274a2d839cb2b949bfb9fe&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzIwOTMxMDIyNDk2ODM5MDQyNA%3D%3D.3-ccb7-5&oh=00_AYAFtqLVLX-KMLUWscT3tqA4dRkoujYLxHcSlOAT3v2vng&oe=67AF3707&_nc_sid=472314,,1440,1794,[],3.21e+18,CyJwqdTxFwI,https://www.instagram.com/p/CyJwqdTxFwI/,25,False,[],"宏村 | Hongcun Ancient Village
安徽黄山 Huangshan, Anhui Province

Hongcun boasts a wealth of historical buildings from the Ming and Qing periods. The village is also equipped with a well-designed water system, featuring meandering waterways that provide domestic water for each household. This is a typical representation of Huizhou residential architecture. The buildings primarily include residences and private gardens, along with public facilities such as academies and ancestral halls, forming a relatively complete architectural ensemble. Various structures emphasize intricate decorations, including delicate and exquisite woodcarvings, brick carvings, and stone carvings, possessing extremely high artistic value.

Photo cr: Xiaohongshu: 我可以是亚哈
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",361110201.0,huangshan,https://www.instagram.com/explore/locations/361110201/huangshan/,3.21e+18,CyJwqdTxFwI,59637101392,arch_china,Chinese Architecture,10/8/2023 21:13,traditionalchinesearchitecture,10,instagram,tag,387266830_930860005278177_6770885563698773147_n,jpg,traditionalchinesearchitecture,,1,['Wow very beautiful place 😍🔥❤️'],['positive'],1.0,True
1,10/25/2023 1:36,3.22e+18,CyzbcDrp2Bj,https://instagram.fyzd1-3.fna.fbcdn.net/v/t39.30808-6/395458760_18042521365541416_3984738413352285760_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2AFXRK5EdjFtyqOB0GdAQBjM2WfwOjjx5SIerP4JDps-xxGO2eA9QunidjlHB8JcqoY&_nc_ohc=tqZzSdiUh4wQ7kNvgGZa63j&_nc_gid=40bb0ad12eba4794bb0442075a9595d0&edm=AMKDjl4AAAAA&ccb=7-5&ig_cache_key=MzIyMTAzODgzMzg1NDc5OTk3MQ%3D%3D.3-ccb7-5&oh=00_AYAGYXBPEnVu2RMpqY6KfhYjSlDnc9lN-OZ0yID0fQzscQ&oe=67AF2141&_nc_sid=472314,,1440,1800,[],3.22e+18,CyzbcDrp2Bj,https://www.instagram.com/p/CyzbcDrp2Bj/,7,False,[],For somehow I feel this two are in post-fighting silence …. #cat #catlife #traditionalchinesearchitecture #园林 #闲趣时光 #meow #watercolor #sketch #写意 #chinesegarden,"['#cat', '#catlife', '#chinesegarden', '#meow', '#sketch', '#traditionalchinesearchitecture', '#watercolor', '#写意', '#园林', '#闲趣时光']",,,,,,16251757415,yyxx_artpage,Yuanxin Zhao,10/25/2023 1:36,traditionalchinesearchitecture,1,instagram,tag,395458760_18042521365541416_3984738413352285760_n,jpg,traditionalchinesearchitecture,,0,[],[],0.0,True
4,9/26/2023 17:18,3.2e+18,CxqcQbER3vN,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/383437798_301226505974566_7473954237035186182_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2AHvW6xdpcZjwobD8BK_9S_RPHCY4yxvEsCf1se5W7EuWGsU4Q0rZuIEzGBXEwfsGzg&_nc_ohc=urg3py0VkHcQ7kNvgHvhixZ&_nc_gid=18e72f1d759944f0b431dd13effb0c1e&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzIwMDQ5NDc1OTA3NjkyMDI2OQ%3D%3D.3-ccb7-5&oh=00_AYCt2BPLwf-wEbnpoNTNBYrYu0-mRTZ4-nRc5r0ANJBFJg&oe=67AF1C02&_nc_sid=472314,,1440,1440,[],3.2e+18,CxqcQheRTiO,https://www.instagram.com/p/CxqcQheRTiO/,6,False,[],"孙默斋墓 | Sunmozhai Tomb
广东潮州 Chaozhou, Guangdong Province

This Ming Dynasty tomb, located at the foot of Sangpu Mountain, is one of the highest-quality stone tombs in the Chaoshan region. The tomb's surface structures consist of a three-bay pavilion that imitate wooden structures, and a double-eaved stele pavilion.

Photo cr: Weibo:云落溪墘
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",224473074.0,chaozhou,https://www.instagram.com/explore/locations/224473074/chaozhou/,3.2e+18,CxqcQheRTiO,59637101392,arch_china,Chinese Architecture,9/26/2023 17:18,traditionalchinesearchitecture,6,instagram,tag,383437798_301226505974566_7473954237035186182_n,jpg,traditionalchinesearchitecture,,0,[],[],0.0,True
1,10/8/2023 21:06,3.21e+18,CyJv1tUxnSX,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/387267385_825451995748636_8645628124267842217_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2AEwVz3kAwaicsoNIXFeqVPKrZe_jCzqs56GkQMdNKgvgliP7R27ZZu0UmD9nomY6pE&_nc_ohc=vKp34lgmKJQQ7kNvgHY8hMe&_nc_gid=0bc880a3ca274a2d839cb2b949bfb9fe&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzIwOTMwNjYwODQ2MzQxMDMyNw%3D%3D.3-ccb7-5&oh=00_AYBdYaTu-Cqv2VdwZMy5WjVa0Dg0MORh1Ag0RJ9F4JqlFA&oe=67AF437D&_nc_sid=472314,,1440,1800,[],3.21e+18,CyJv1y2RaaR,https://www.instagram.com/p/CyJv1y2RaaR/,16,False,[],"崔府君庙 | Cuifujun Temple
山西晋城 Jincheng, Shanxi Province

Cuifujun Temple is the only existing Han-Tang platform-style(高台式) architecture in China, with high historical value. The entire temple consists of over 50 halls, all built with brick and wood structures. The mountain gate is the oldest, dating back to the Jin Dynasty. It is situated on a high platform, featuring a double-eaved, hip-and-gable roof(重檐歇山顶). The roof is adorned with colored copper tiles, displaying colorful patterns.

Photo cr: Xiaohongshu: 唐踪寻影
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",369894691.0,jincheng,https://www.instagram.com/explore/locations/369894691/jincheng/,3.21e+18,CyJv1y2RaaR,59637101392,arch_china,Chinese Architecture,10/8/2023 21:06,traditionalchinesearchitecture,10,instagram,tag,387267385_825451995748636_8645628124267842217_n,jpg,traditionalchinesearchitecture,,0,[],[],0.0,True
5,9/28/2023 16:25,3.2e+18,Cxvfvkluw7I,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/383824940_708768441066302_6486269803853818563_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0Mzkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2AHvW6xdpcZjwobD8BK_9S_RPHCY4yxvEsCf1se5W7EuWGsU4Q0rZuIEzGBXEwfsGzg&_nc_ohc=8LrYx0JPvcgQ7kNvgEITnJs&_nc_gid=18e72f1d759944f0b431dd13effb0c1e&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzIwMTkxNzQ2ODYyODY4NDQ4OA%3D%3D.3-ccb7-5&oh=00_AYAh1AxCMmkjroUFf-YKTOouAMVvi5R5hmdpwEYqT3EfYQ&oe=67AF50D8&_nc_sid=472314,,1440,1439,[],3.2e+18,CxvfvrGuZZr,https://www.instagram.com/p/CxvfvrGuZZr/,55,False,[59637101392],"独乐寺 | Dule Temple
天津 Tianjin

The oldest existing structures in Dule Temple are the Mountain Gate and Guanyin Pavilion（观音阁）, both rebuilt during the Liao Dynasty in 984. The Guanyin Pavilion is the oldest existing wooden pavilion structure(楼阁) in China, constructed to protect the giant statue of Guanyin inside. Its design combines the robustness of the Tang Dynasty with the gracefulness of the Song Dynasty. It is a three-story wooden pavilion with a hidden second floor. Externally, it appears as a two-story structure, with a width of five bays and a depth of four bays. The construction utilized 24 different types of brackets(斗拱) without the use of any nails. Despite experiencing multiple earthquakes throughout history, it still stands tall, making it a marvel in architectural history.

Photo cr: Xiaohongshu: Mortonstyle
Photo cr: 黑敀
Follow @arch_china for more traditional Chinese architecture pics!
#TraditionalChineseArchitecture #ChineseArchitecture #Architecture #TraditionalArchitecture #ArchitecturalHeritage #ChineseCulture #CulturalTreasures #Travel #Art #Photography #China","['#ArchitecturalHeritage', '#Architecture', '#Art', '#China', '#ChineseArchitecture', '#ChineseCulture', '#CulturalTreasures', '#Photography', '#TraditionalArchitecture', '#TraditionalChineseArchitecture', '#Travel']",359223759.0,tianjin,https://www.instagram.com/explore/locations/359223759/tianjin/,3.2e+18,CxvfvrGuZZr,59637101392,arch_china,Chinese Architecture,9/28/2023 16:25,traditionalchinesearchitecture,10,instagram,tag,383824940_708768441066302_6486269803853818563_n,jpg,traditionalchinesearchitecture,,1,[],[],0.0,True
